datasets/lsh1GB.dat	4	4	0	9956009	22.1356	11.2625
datasets/lsh1GB.dat	4	4	0	9956009	21.1148	11.1895
datasets/lsh1GB.dat	4	4	0	9956009	20.9169	11.1947
datasets/lsh1GB.dat	8	8	0	9956009	16.1888	6.59785
datasets/lsh1GB.dat	8	8	0	9956009	16.5529	6.67311
datasets/lsh1GB.dat	8	8	0	9956009	16.4152	6.66647
datasets/lsh1GB.dat	16	16	0	9956009	23.1842	13.4838
datasets/lsh1GB.dat	16	16	0	9956009	23.8758	13.9829
datasets/lsh1GB.dat	16	16	0	9956009	23.1689	13.4753
datasets/lsh1GB.dat	4	4	1	9956009	23.4101	13.7163
datasets/lsh1GB.dat	4	4	1	9956009	23.598	13.8761
datasets/lsh1GB.dat	4	4	1	9956009	23.6916	13.7981
datasets/lsh1GB.dat	8	8	1	9956009	17.5705	7.99562
datasets/lsh1GB.dat	8	8	1	9956009	17.7424	8.03205
datasets/lsh1GB.dat	8	8	1	9956009	18.1325	8.12619
datasets/lsh1GB.dat	16	16	1	9956009	18.0631	8.01437
datasets/lsh1GB.dat	16	16	1	9956009	19.1091	8.13219
datasets/lsh1GB.dat	16	16	1	9956009	17.901	8.14782
datasets/lsh5GB.dat	4	4	0	49742981	114.054	56.4985
datasets/lsh5GB.dat	4	4	0	49742981	115.384	56.8352
datasets/lsh5GB.dat	4	4	0	49742981	121.314	56.7386
datasets/lsh5GB.dat	8	8	0	49742981	100.024	34.6389
datasets/lsh5GB.dat	8	8	0	49742981	96.0918	33.4031
datasets/lsh5GB.dat	8	8	0	49742981	90.702	33.2153
datasets/lsh5GB.dat	16	16	0	49742981	133.566	68.7146
datasets/lsh5GB.dat	16	16	0	49742981	128.572	68.4829
datasets/lsh5GB.dat	16	16	0	49742981	131.102	68.9679
datasets/lsh5GB.dat	4	4	1	49742981	131.423	69.1593
datasets/lsh5GB.dat	4	4	1	49742981	131.488	70.0741
datasets/lsh5GB.dat	4	4	1	49742981	132.488	69.4114
datasets/lsh5GB.dat	8	8	1	49742981	101.839	40.7537
datasets/lsh5GB.dat	8	8	1	49742981	99.3255	40.396
datasets/lsh5GB.dat	8	8	1	49742981	98.1474	40.5047
datasets/lsh5GB.dat	16	16	1	49742981	105.463	41.9669
datasets/lsh5GB.dat	16	16	1	49742981	101.912	41.5483
datasets/lsh5GB.dat	16	16	1	49742981	102.922	41.6572
